index,source,translation,score
206,Suggest a completion for the following code to print the total duration of a task.,Cadangkan siap untuk kod berikut untuk mencetak tempoh keseluruhan tugas.,-0.5492521524429321
207,Create a program to convert a given binary tree into its corresponding Doubly Linked List (in-place)...,Buat program untuk menukar pokok binari yang diberikan ke dalam senarai dikaitkan dengan dua kali ga...,-0.7132876515388489
208,Write a SQL query to,Tulis pertanyaan SQL ke,-0.08721227943897247
209,Create a code to extract the top 10 trending keywords from a website.,Buat kod untuk mengekstrak kata kunci 10 teratas dari laman web.,0.42492029070854187
210,"Create a program that takes a Given String, and deletes all characters apart from the numerical valu...","Buat program yang mengambil rentetan yang diberikan, dan memadam semua watak selain daripada nilai b...",-0.5419281125068665
211,Create a retrieval system for book titles that contain a specific word.,Buat sistem pengambilan semula untuk tajuk buku yang mengandungi perkataan tertentu.,-0.1754310578107834
212,Find the minimum value in an array,Cari nilai minimum dalam pelbagai,-0.14518246054649353
213,Construct a data mining algorithm for clustering items of similar type and identifying outliers.,Bina algoritma perlombongan data untuk barangan kluster jenis yang sama dan mengenal pasti outliers.,-0.18473856151103973
214,Modify the following code to include an error handling.,Ubah suai kod berikut untuk memasukkan pengendalian ralat.,-0.23803403973579407
215,Write a SQL query to find and delete all records in a table older than 1 week.,Tulis pertanyaan SQL untuk mencari dan memadam semua rekod dalam jadual yang lebih tua dari 1 minggu...,0.15636780858039856
216,Calculate the factorial of a number n,Kirakan faktorial nombor n,-0.22512786090373993
217,Come up with a random number generator in JavaScript,Datang dengan penjana nombor rawak di JavaScript,-0.19915853440761566
218,Construct a program to convert a string to lower case,Bina program untuk menukar rentetan ke kes yang lebih rendah,-0.49882057309150696
219,Create a multi-dimensional array containing 3 rows and 3 columns in python,Buat pelbagai dimensi yang mengandungi 3 baris dan 3 lajur di Python,-0.07233233749866486
220,Craft a SQL query to find the number of different days in the orders table.,Kerajinan pertanyaan SQL untuk mencari bilangan hari yang berbeza dalam jadual pesanan.,-0.4133850932121277
221,Construct a query in MySQL to count the number of occurrences of a given value in a column.,Bina pertanyaan di MySQL untuk mengira bilangan kejadian nilai tertentu dalam lajur.,-0.2953502833843231
222,Create an algorithm to remove all occurrences of a word from an input string,Buat algoritma untuk menghapuskan semua kejadian perkataan dari rentetan input,0.2097671627998352
223,Write a JavaScript expression to round a number to the nearest quarter.,Tulis ungkapan JavaScript untuk bulat nombor ke suku terdekat.,-0.28069642186164856
224,Create a database design for an online movie rental system.,Buat reka bentuk pangkalan data untuk sistem sewa filem dalam talian.,0.31225886940956116
225,"Given an array of integers, modify the elements of the array such that the sum of the even numbers i...","Memandangkan pelbagai integer, ubah suai unsur -unsur array sedemikian rupa sehingga jumlah nombor b...",-0.528734028339386
226,"Given a query, design a program to search a list of strings for that query.","Memandangkan pertanyaan, reka bentuk program untuk mencari senarai rentetan untuk pertanyaan itu.",-0.4076749086380005
227,Generate all possible permutations of the string “ABC”,"Menjana semua permutasi yang mungkin dari rentetan ""ABC""",-0.13041914999485016
228,Create a code to replace all the vowels in a string with their corresponding letter in the alphabet.,Buat kod untuk menggantikan semua vokal dalam rentetan dengan huruf yang sepadan dalam abjad.,0.22421453893184662
229,Generate a Ruby function to compute the average of a list of numbers.,Menjana fungsi ruby untuk mengira purata senarai nombor.,-0.6342466473579407
230,Create a SQL query that selects all the entries from a table and sorts them in alphabetical order by...,Buat pertanyaan SQL yang memilih semua penyertaan dari jadual dan menyusunnya dalam susunan abjad de...,-0.3768385946750641
231,Design a single-page website,Reka bentuk laman web satu halaman,0.48075273633003235
232,Create a Swift program to split a string into an array of characters.,Buat program SWIFT untuk memecah rentetan ke dalam pelbagai aksara.,-0.48980048298835754
233,Create a program to print an alternative series of numbers,Buat program untuk mencetak siri nombor alternatif,0.1751163899898529
234,Write a Python code to perform a cross-validation on a KNN classifier,Tulis kod python untuk melakukan pengesahan silang pada pengelas KNN,-0.15587455034255981
235,Rework the given code snippet to move the print statement into a separate user-defined function.,REWROW Kod coretan yang diberikan untuk memindahkan pernyataan cetak ke dalam fungsi yang ditentukan...,-0.5654194951057434
236,Create a regular expression to match any U.S. zip codes.,Buat ungkapan biasa untuk memadankan mana -mana kod zip A.S ..,-0.5591050982475281
237,Compute the length of the longest increasing subsequence in an array.,Kirakan panjang seterusnya yang paling lama meningkat dalam array.,-0.5453246235847473
238,Write code that normalizes a word to its base form,Tulis kod yang menormalkan perkataan ke borang asasnya,-0.6565061807632446
239,Design a schema for a relational database to store customer orders,Reka skema untuk pangkalan data hubungan untuk menyimpan pesanan pelanggan,0.36341428756713867
240,Create a program that prints out all the permutations of a given array of integers.,Buat program yang mencetak semua permutasi pelbagai integer yang diberikan.,-0.19381733238697052
241,Create a MySQL table for implementing a simple message board.,Buat jadual MySQL untuk melaksanakan papan mesej mudah.,0.024042557924985886
242,Show how can we extend a class using inheritance?,Tunjukkan Bagaimana kita boleh melanjutkan kelas menggunakan warisan?,-0.047793831676244736
243,Generate a random 9-digit number using an appropriate random number generator.,Menjana nombor 9 digit secara rawak menggunakan penjana nombor rawak yang sesuai.,0.0812891274690628
244,Create a program to optimize a portfolio expected returns,Buat program untuk mengoptimumkan pulangan yang dijangkakan portfolio,0.2883879244327545
245,Convert the given string to uppercase and append it to the end of the same string.,Tukar rentetan yang diberikan kepada huruf besar dan masukkannya ke hujung rentetan yang sama.,-0.1920580118894577
246,Generate a program which can accept a list of strings and prints the longest common prefix among the...,Menjana program yang boleh menerima senarai rentetan dan mencetak awalan biasa terpanjang di antara ...,-0.556812584400177
247,Write an SQL query to retrieve records from the table that have a timestamp between a certain time r...,Tulis pertanyaan SQL untuk mendapatkan rekod dari jadual yang mempunyai cap waktu antara julat masa ...,-0.16143006086349487
248,Generate an HTML table to display a list of customer records.,Menjana jadual HTML untuk memaparkan senarai rekod pelanggan.,0.32314926385879517
249,Generate a list of all possible five letter strings that include at least one vowel.,Menjana senarai semua lima rentetan yang mungkin termasuk sekurang -kurangnya satu vokal.,-0.6456833481788635
250,"Write a code snippet to tokenize the words in the sentence ""This is an example sentence.""","Tuliskan coretan kod untuk memuji kata -kata dalam ayat ""Ini adalah contoh ayat.""",-0.012753739953041077
251,Generate an algorithm to implement a 2-3 tree.,Menjana algoritma untuk melaksanakan pokok 2-3.,-0.24648603796958923
252,Suggest a code to remove all white space in a string.,Cadangkan kod untuk mengeluarkan semua ruang putih dalam rentetan.,-0.09927643835544586
253,Estimate the runtime complexity of the following code.,Anggarkan kerumitan runtime kod berikut.,-0.12826302647590637
254,Sum the elements in a list using a for loop.,Jumlah elemen dalam senarai menggunakan gelung untuk.,-1.0499014854431152
255,Generate code to calculate the area of a circle,Menjana kod untuk mengira kawasan bulatan,0.08394218981266022
256,Design a program which finds the sum of all elements in a list,Reka Program yang Menemukan Jumlah Semua Elemen dalam Senarai,-0.0895734429359436
257,Come up with an algorithm for sorting a given array of integers.,Datang dengan algoritma untuk menyusun pelbagai bilangan bulat.,-0.31324416399002075
258,Generate a bar chart visualizing a list of 10 numbers,Menjana carta bar yang menggambarkan senarai 10 nombor,-0.092402383685112
259,Write a code to convert the given text into a titlecase,Tulis kod untuk menukar teks yang diberikan menjadi titlecase,-0.023530900478363037
260,Train an AI to recognize a handwritten alphanumeric character.,Melatih AI untuk mengenali watak alfanumerik tulisan tangan.,0.07528455555438995
261,Find a pattern in array which is stepping up in increments of 5 for 4 entries.,Cari corak dalam pelbagai yang melangkah dalam kenaikan 5 untuk 4 entri.,-0.8080423474311829
262,Design a database for tracking a student's grades for a semester.,Reka bentuk pangkalan data untuk menjejaki gred pelajar untuk semester.,-0.2771104872226715
263,Generate a code to display the number of days from the current day,Menjana kod untuk memaparkan bilangan hari dari hari ini,-0.19570261240005493
264,Improve the efficiency of the following code.,Meningkatkan kecekapan kod berikut.,-0.05224129930138588
265,Generate a JavaScript class that has a method that checks if a given number is even.,Menjana kelas JavaScript yang mempunyai kaedah yang memeriksa jika nombor tertentu juga.,-0.6447601318359375
266,Write a Rust library to generate a random list of numbers.,Tulis Perpustakaan Rust untuk menghasilkan senarai nombor rawak.,-0.6483408808708191
267,Create an algorithm to calculate the average of a list of numbers,Buat algoritma untuk mengira purata senarai nombor,0.1214015930891037
268,Generate a random passphrase of length 8 that includes at least two special characters.,Menjana frasa laluan panjang panjang 8 yang merangkumi sekurang -kurangnya dua aksara khas.,-0.47028273344039917
